Question,Location,Round,Answer,Count
Do you have any health problem?,Makwanpur,2,yes__a_lot_of_difficulty,0
Do you have any health problem?,Makwanpur,2,Cannot do at all.,1
Do you have any health problem?,Makwanpur,2,yes_a_lot_of,0
Do you have any health problem?,Makwanpur,2,yes__some_difficulty,0
Do you have any health problem?,Makwanpur,2,"Yes, some difficulty.",18
Do you have any health problem?,Makwanpur,5,"Yes, a lot of difficulty.",0
Do you have any health problem?,Makwanpur,5,No difficulty.,88
Do you have any health problem?,Makwanpur,5,cannot_do_at_all,0
Do you have any health problem?,Makwanpur,5,"Yes, some difficulty",0
Do you have any health problem?,Makwanpur,5,No difficulty,0
Do you have any health problem?,Makwanpur,5,"Yes, a lot of difficulty",0
Do you have any health problem?,Makwanpur,5,yes__a_lot_of_difficulty,0
Do you have any health problem?,Makwanpur,5,Cannot do at all.,0
Do you have any health problem?,Makwanpur,5,yes_a_lot_of,2
Do you have any health problem?,Makwanpur,5,yes__some_difficulty,0
Do you have any health problem?,Makwanpur,5,"Yes, some difficulty.",10
Do you have any health problem?,Makwanpur,4,"Yes, a lot of difficulty.",0
Do you have any health problem?,Makwanpur,4,No difficulty.,91
Do you have any health problem?,Makwanpur,4,cannot_do_at_all,1
Do you have any health problem?,Makwanpur,4,"Yes, some difficulty",0
Do you have any health problem?,Makwanpur,4,No difficulty,0
Do you have any health problem?,Makwanpur,4,"Yes, a lot of difficulty",0
Do you have any health problem?,Makwanpur,4,yes__a_lot_of_difficulty,2
Do you have any health problem?,Makwanpur,4,Cannot do at all.,0
Do you have any health problem?,Makwanpur,4,yes_a_lot_of,0
Do you have any health problem?,Makwanpur,4,yes__some_difficulty,6
Do you have any health problem?,Makwanpur,4,"Yes, some difficulty.",0
Do you have any health problem?,Makwanpur,6,"Yes, a lot of difficulty.",0
Do you have any health problem?,Makwanpur,6,No difficulty.,0
Do you have any health problem?,Makwanpur,6,cannot_do_at_all,0
Do you have any health problem?,Makwanpur,6,"Yes, some difficulty",18
Do you have any health problem?,Makwanpur,6,No difficulty,81
Do you have any health problem?,Makwanpur,6,"Yes, a lot of difficulty",1
Do you have any health problem?,Makwanpur,6,yes__a_lot_of_difficulty,0
Do you have any health problem?,Makwanpur,6,Cannot do at all.,0
Do you have any health problem?,Makwanpur,6,yes_a_lot_of,0
Do you have any health problem?,Makwanpur,6,yes__some_difficulty,0
Do you have any health problem?,Makwanpur,6,"Yes, some difficulty.",0
Do you have any health problem?,Kathmandu,1,"Yes, a lot of difficulty.",1
Do you have any health problem?,Kathmandu,1,No difficulty.,83
Do you have any health problem?,Kathmandu,1,cannot_do_at_all,0
Do you have any health problem?,Kathmandu,1,"Yes, some difficulty",0
Do you have any health problem?,Kathmandu,1,No difficulty,0
Do you have any health problem?,Kathmandu,1,"Yes, a lot of difficulty",0
Do you have any health problem?,Kathmandu,1,yes__a_lot_of_difficulty,0
Do you have any health problem?,Kathmandu,1,Cannot do at all.,0
Do you have any health problem?,Kathmandu,1,yes_a_lot_of,0
Do you have any health problem?,Kathmandu,1,yes__some_difficulty,0
Do you have any health problem?,Kathmandu,1,"Yes, some difficulty.",13
Do you have any health problem?,Kathmandu,3,"Yes, a lot of difficulty.",0
Do you have any health problem?,Kathmandu,3,No difficulty.,77
Do you have any health problem?,Kathmandu,3,cannot_do_at_all,0
Do you have any health problem?,Kathmandu,3,"Yes, some difficulty",0
Do you have any health problem?,Kathmandu,3,No difficulty,0
Do you have any health problem?,Kathmandu,3,"Yes, a lot of difficulty",0
Do you have any health problem?,Kathmandu,3,yes__a_lot_of_difficulty,0
Do you have any health problem?,Kathmandu,3,Cannot do at all.,0
Do you have any health problem?,Kathmandu,3,yes_a_lot_of,0
Do you have any health problem?,Kathmandu,3,yes__some_difficulty,0
Do you have any health problem?,Kathmandu,3,"Yes, some difficulty.",23
Do you have any health problem?,Kathmandu,2,"Yes, a lot of difficulty.",2
Do you have any health problem?,Kathmandu,2,No difficulty.,79
Do you have any health problem?,Kathmandu,2,cannot_do_at_all,0
Do you have any health problem?,Kathmandu,2,"Yes, some difficulty",0
Do you have any health problem?,Kathmandu,2,No difficulty,0
Do you have any health problem?,Kathmandu,2,"Yes, a lot of difficulty",0
Do you have any health problem?,Kathmandu,2,yes__a_lot_of_difficulty,0
Do you have any health problem?,Kathmandu,2,Cannot do at all.,0
Do you have any health problem?,Kathmandu,2,yes_a_lot_of,0
Do you have any health problem?,Kathmandu,2,yes__some_difficulty,0
Do you have any health problem?,Kathmandu,2,"Yes, some difficulty.",18
Do you have any health problem?,Kathmandu,5,"Yes, a lot of difficulty.",0
Do you have any health problem?,Kathmandu,5,No difficulty.,70
Do you have any health problem?,Kathmandu,5,cannot_do_at_all,0
Do you have any health problem?,Kathmandu,5,"Yes, some difficulty",0
Do you have any health problem?,Kathmandu,5,No difficulty,0
Do you have any health problem?,Kathmandu,5,"Yes, a lot of difficulty",0
Do you have any health problem?,Kathmandu,5,yes__a_lot_of_difficulty,0
Do you have any health problem?,Kathmandu,5,Cannot do at all.,0
Do you have any health problem?,Kathmandu,5,yes_a_lot_of,3
Do you have any health problem?,Kathmandu,5,yes__some_difficulty,0
Do you have any health problem?,Kathmandu,5,"Yes, some difficulty.",27
Do you have any health problem?,Kathmandu,4,"Yes, a lot of difficulty.",0
Do you have any health problem?,Kathmandu,4,No difficulty.,70
Do you have any health problem?,Kathmandu,4,cannot_do_at_all,0
Do you have any health problem?,Kathmandu,4,"Yes, some difficulty",0
Do you have any health problem?,Kathmandu,4,No difficulty,0
Do you have any health problem?,Kathmandu,4,"Yes, a lot of difficulty",0
Do you have any health problem?,Kathmandu,4,yes__a_lot_of_difficulty,1
Do you have any health problem?,Kathmandu,4,Cannot do at all.,0
Do you have any health problem?,Kathmandu,4,yes_a_lot_of,0
Do you have any health problem?,Kathmandu,4,yes__some_difficulty,29
Do you have any health problem?,Kathmandu,4,"Yes, some difficulty.",0
Do you have any health problem?,Kathmandu,6,"Yes, a lot of difficulty.",0
Do you have any health problem?,Kathmandu,6,No difficulty.,0
Do you have any health problem?,Kathmandu,6,cannot_do_at_all,0
Do you have any health problem?,Kathmandu,6,"Yes, some difficulty",9
Do you have any health problem?,Kathmandu,6,No difficulty,90
Do you have any health problem?,Kathmandu,6,"Yes, a lot of difficulty",1
Do you have any health problem?,Kathmandu,6,yes__a_lot_of_difficulty,0
Do you have any health problem?,Kathmandu,6,Cannot do at all.,0
Do you have any health problem?,Kathmandu,6,yes_a_lot_of,0
Do you have any health problem?,Kathmandu,6,yes__some_difficulty,0
Do you have any health problem?,Kathmandu,6,"Yes, some difficulty.",0
Do you have any health problem?,Nuwakot,1,"Yes, a lot of difficulty.",5
Do you have any health problem?,Nuwakot,1,No difficulty.,53
Do you have any health problem?,Nuwakot,1,cannot_do_at_all,0
Do you have any health problem?,Nuwakot,1,"Yes, some difficulty",0
Do you have any health problem?,Nuwakot,1,No difficulty,0
Do you have any health problem?,Nuwakot,1,"Yes, a lot of difficulty",0
Do you have any health problem?,Nuwakot,1,yes__a_lot_of_difficulty,0
Do you have any health problem?,Nuwakot,1,Cannot do at all.,2
Do you have any health problem?,Nuwakot,1,yes_a_lot_of,0
Do you have any health problem?,Nuwakot,1,yes__some_difficulty,0
Do you have any health problem?,Nuwakot,1,"Yes, some difficulty.",41
Do you have any health problem?,Nuwakot,3,"Yes, a lot of difficulty.",7
Do you have any health problem?,Nuwakot,3,No difficulty.,53
Do you have any health problem?,Nuwakot,3,cannot_do_at_all,0
Do you have any health problem?,Nuwakot,3,"Yes, some difficulty",0
Do you have any health problem?,Nuwakot,3,No difficulty,0
Do you have any health problem?,Nuwakot,3,"Yes, a lot of difficulty",0
Do you have any health problem?,Nuwakot,3,yes__a_lot_of_difficulty,0
Do you have any health problem?,Nuwakot,3,Cannot do at all.,1
Do you have any health problem?,Nuwakot,3,yes_a_lot_of,0
Do you have any health problem?,Nuwakot,3,yes__some_difficulty,0
Do you have any health problem?,Nuwakot,3,"Yes, some difficulty.",39
Do you have any health problem?,Nuwakot,2,"Yes, a lot of difficulty.",3
Do you have any health problem?,Nuwakot,2,No difficulty.,63
Do you have any health problem?,Nuwakot,2,cannot_do_at_all,0
Do you have any health problem?,Nuwakot,2,"Yes, some difficulty",0
Do you have any health problem?,Nuwakot,2,No difficulty,0
Do you have any health problem?,Nuwakot,2,"Yes, a lot of difficulty",0
Do you have any health problem?,Nuwakot,2,yes__a_lot_of_difficulty,0
Do you have any health problem?,Nuwakot,2,Cannot do at all.,3
Do you have any health problem?,Nuwakot,2,yes_a_lot_of,0
Do you have any health problem?,Nuwakot,2,yes__some_difficulty,0
Do you have any health problem?,Nuwakot,2,"Yes, some difficulty.",30
Do you have any health problem?,Nuwakot,5,"Yes, a lot of difficulty.",0
Do you have any health problem?,Nuwakot,5,No difficulty.,74
Do you have any health problem?,Nuwakot,5,cannot_do_at_all,0
Do you have any health problem?,Nuwakot,5,"Yes, some difficulty",0
Do you have any health problem?,Nuwakot,5,No difficulty,0
Do you have any health problem?,Nuwakot,5,"Yes, a lot of difficulty",0
Do you have any health problem?,Nuwakot,5,yes__a_lot_of_difficulty,0
Do you have any health problem?,Nuwakot,5,Cannot do at all.,0
Do you have any health problem?,Nuwakot,5,yes_a_lot_of,2
Do you have any health problem?,Nuwakot,5,yes__some_difficulty,0
Do you have any health problem?,Nuwakot,5,"Yes, some difficulty.",24
Do you have any health problem?,Nuwakot,4,"Yes, a lot of difficulty.",0
Do you have any health problem?,Nuwakot,4,No difficulty.,68
Do you have any health problem?,Nuwakot,4,cannot_do_at_all,0
Do you have any health problem?,Nuwakot,4,"Yes, some difficulty",0
Do you have any health problem?,Nuwakot,4,No difficulty,0
Do you have any health problem?,Nuwakot,4,"Yes, a lot of difficulty",0
Do you have any health problem?,Nuwakot,4,yes__a_lot_of_difficulty,3
Do you have any health problem?,Nuwakot,4,Cannot do at all.,0
Do you have any health problem?,Nuwakot,4,yes_a_lot_of,0
Do you have any health problem?,Nuwakot,4,yes__some_difficulty,29
Do you have any health problem?,Nuwakot,4,"Yes, some difficulty.",0
Do you have any health problem?,Nuwakot,6,"Yes, a lot of difficulty.",0
Do you have any health problem?,Nuwakot,6,No difficulty.,0
Do you have any health problem?,Nuwakot,6,cannot_do_at_all,0
Do you have any health problem?,Nuwakot,6,"Yes, some difficulty",19
Do you have any health problem?,Nuwakot,6,No difficulty,79
Do you have any health problem?,Nuwakot,6,"Yes, a lot of difficulty",2
Do you have any health problem?,Nuwakot,6,yes__a_lot_of_difficulty,0
Do you have any health problem?,Nuwakot,6,Cannot do at all.,0
Do you have any health problem?,Nuwakot,6,yes_a_lot_of,0
Do you have any health problem?,Nuwakot,6,yes__some_difficulty,0
Do you have any health problem?,Nuwakot,6,"Yes, some difficulty.",0
Do you have any health problem?,Rasuwa,1,"Yes, a lot of difficulty.",1
Do you have any health problem?,Rasuwa,1,No difficulty.,66
Do you have any health problem?,Rasuwa,1,cannot_do_at_all,0
Do you have any health problem?,Rasuwa,1,"Yes, some difficulty",0
Do you have any health problem?,Rasuwa,1,No difficulty,0
Do you have any health problem?,Rasuwa,1,"Yes, a lot of difficulty",0
Do you have any health problem?,Rasuwa,1,yes__a_lot_of_difficulty,0
Do you have any health problem?,Rasuwa,1,Cannot do at all.,0
Do you have any health problem?,Rasuwa,1,yes_a_lot_of,0
Do you have any health problem?,Rasuwa,1,yes__some_difficulty,0
Do you have any health problem?,Rasuwa,1,"Yes, some difficulty.",33
Do you have any health problem?,Rasuwa,3,"Yes, a lot of difficulty.",2
Do you have any health problem?,Rasuwa,3,No difficulty.,81
Do you have any health problem?,Rasuwa,3,cannot_do_at_all,0
Do you have any health problem?,Rasuwa,3,"Yes, some difficulty",0
Do you have any health problem?,Rasuwa,3,No difficulty,0
Do you have any health problem?,Rasuwa,3,"Yes, a lot of difficulty",0
Do you have any health problem?,Rasuwa,3,yes__a_lot_of_difficulty,0
Do you have any health problem?,Rasuwa,3,Cannot do at all.,1
Do you have any health problem?,Rasuwa,3,yes_a_lot_of,0
Do you have any health problem?,Rasuwa,3,yes__some_difficulty,0
Do you have any health problem?,Rasuwa,3,"Yes, some difficulty.",16
Do you have any health problem?,Rasuwa,2,"Yes, a lot of difficulty.",2
Do you have any health problem?,Rasuwa,2,No difficulty.,78
Do you have any health problem?,Rasuwa,2,cannot_do_at_all,0
Do you have any health problem?,Rasuwa,2,"Yes, some difficulty",0
Do you have any health problem?,Rasuwa,2,No difficulty,0
Do you have any health problem?,Rasuwa,2,"Yes, a lot of difficulty",0
Do you have any health problem?,Rasuwa,2,yes__a_lot_of_difficulty,0
Do you have any health problem?,Rasuwa,2,Cannot do at all.,0
Do you have any health problem?,Rasuwa,2,yes_a_lot_of,0
Do you have any health problem?,Rasuwa,2,yes__some_difficulty,0
Do you have any health problem?,Rasuwa,2,"Yes, some difficulty.",20
Do you have any health problem?,Rasuwa,5,"Yes, a lot of difficulty.",0
Do you have any health problem?,Rasuwa,5,No difficulty.,81
Do you have any health problem?,Rasuwa,5,cannot_do_at_all,0
Do you have any health problem?,Rasuwa,5,"Yes, some difficulty",0
Do you have any health problem?,Rasuwa,5,No difficulty,0
Do you have any health problem?,Rasuwa,5,"Yes, a lot of difficulty",0
Do you have any health problem?,Rasuwa,5,yes__a_lot_of_difficulty,0
Do you have any health problem?,Rasuwa,5,Cannot do at all.,0
Do you have any health problem?,Rasuwa,5,yes_a_lot_of,3
Do you have any health problem?,Rasuwa,5,yes__some_difficulty,0
Do you have any health problem?,Rasuwa,5,"Yes, some difficulty.",16
Do you have any health problem?,Rasuwa,4,"Yes, a lot of difficulty.",0
Do you have any health problem?,Rasuwa,4,No difficulty.,85
Do you have any health problem?,Rasuwa,4,cannot_do_at_all,0
Do you have any health problem?,Rasuwa,4,"Yes, some difficulty",0
Do you have any health problem?,Rasuwa,4,No difficulty,0
Do you have any health problem?,Rasuwa,4,"Yes, a lot of difficulty",0
Do you have any health problem?,Rasuwa,4,yes__a_lot_of_difficulty,1
Do you have any health problem?,Rasuwa,4,Cannot do at all.,0
Do you have any health problem?,Rasuwa,4,yes_a_lot_of,0
Do you have any health problem?,Rasuwa,4,yes__some_difficulty,14
Do you have any health problem?,Rasuwa,4,"Yes, some difficulty.",0
Do you have any health problem?,Rasuwa,6,"Yes, a lot of difficulty.",0
Do you have any health problem?,Rasuwa,6,No difficulty.,0
Do you have any health problem?,Rasuwa,6,cannot_do_at_all,0
